Bins0,Bins1,Bins2,Bins3,Bins4,Bins5,Bins6,Bins7
7191,0,0,0,0,91,0,14124
3459,0,0,0,0,0,0,10111
5022,0,0,0,5,110,0,11727
2355,0,0,0,84,123,0,10264
6209,0,0,0,0,74,0,13437
17637,0,0,0,1,42,0,23730
3225,0,0,0,23,69,0,9227
5433,0,0,0,23,33,0,11975
2450,72,0,0,0,46,0,8032
7284,0,0,0,0,0,0,10312
8740,0,0,0,15,33,0,16488
6165,0,0,0,25,102,0,14244
7314,0,0,0,60,36,0,17530
3827,0,0,0,26,28,0,12629
8415,0,0,0,0,74,0,14747
4080,0,0,0,6,223,0,11820
5010,0,0,0,0,140,0,14210
3755,0,0,0,7,95,0,10703
9123,0,0,0,0,98,0,17312
4527,19,0,0,0,17,0,12673
5820,0,0,0,8,55,0,14245
5280,0,0,0,0,87,0,13093
8916,0,0,0,0,56,0,18086
4081,0,0,0,6,84,0,11958
10128,0,0,0,0,60,0,16156
5218,0,0,0,5,116,0,14291
5523,0,0,0,4,92,0,13666
6765,0,0,0,0,34,0,13140
4863,0,0,0,0,116,0,12839
2860,3,0,0,18,53,0,9838
6069,0,0,0,0,207,0,12574
4155,0,0,0,0,250,1,11918
6224,0,0,0,0,106,0,15430
5611,0,0,0,10,102,0,16853
11388,0,0,0,0,46,0,18615
7707,0,0,0,0,218,0,16073
3480,0,0,0,0,75,0,8953
4260,0,0,0,2,91,0,12667
8895,0,0,0,0,71,0,15674
4863,0,0,0,0,74,0,10067
4014,0,0,0,2,72,0,9374
4921,0,0,0,51,50,0,15967
3417,0,0,0,116,956,0,10116
3326,0,0,0,31,61,0,10152
5404,0,0,0,1,201,0,14606
8805,0,0,0,4,61,0,18806
4005,0,0,0,4,46,0,8408
9513,0,0,0,0,66,0,11365
3312,0,0,0,83,105,0,9008
4894,0,0,0,105,229,0,12860
4311,2,0,0,0,26,0,9759
5046,0,0,0,0,1,0,9777
4040,0,0,0,8,593,0,11815
3565,177,0,0,16,777,0,12284
4290,0,0,0,0,233,0,11207
3393,0,0,0,29,101,0,8685
6567,0,0,0,0,125,0,11342
4731,0,0,0,42,313,0,9918
3030,0,0,0,99,94,0,8577
4686,0,0,0,3,214,0,10827
5214,0,0,0,0,125,0,12350
5340,0,0,0,0,14,0,13142
10536,0,0,0,0,133,0,16806
5040,1,0,0,0,411,0,12969
9237,0,0,0,3,46,1,14873
4734,0,0,0,0,233,0,13667
5032,0,0,0,18,124,0,11726
7218,0,0,0,9,231,0,13900
4317,0,0,0,16,131,0,8602
4065,0,0,0,29,296,0,13698
11469,0,0,0,0,134,0,15437
3576,0,0,0,0,128,0,8804
3546,0,0,0,0,144,0,9190
3777,0,0,0,0,130,0,8955
2985,0,0,0,0,161,0,8654
4024,31,0,0,0,27,0,11648
2556,0,0,0,0,93,0,7651
5368,0,0,0,0,198,0,10128
1017,0,0,0,0,0,0,4303
2334,0,0,0,0,40,0,5364
4038,0,0,0,0,100,0,9750
3291,0,0,0,0,185,0,9404
1644,0,0,0,0,0,0,4096
3477,0,0,0,0,101,0,8885
4170,0,0,0,0,0,0,10834
4107,0,0,0,0,122,0,12635
4806,0,0,0,24,227,0,13667
3030,0,0,0,0,54,0,10132
2943,0,0,0,0,0,0,9265
3399,0,0,0,0,75,0,8734
4509,0,0,0,0,340,0,9756
4401,0,0,0,0,108,0,10051
3399,0,0,0,0,154,0,8910
4131,0,0,0,0,124,0,11121
5496,0,0,0,2,160,0,12412
2912,0,0,0,16,131,0,8141
4626,0,0,0,0,0,0,9382
3651,0,0,0,4,327,0,9588
3891,0,0,0,0,89,0,10298
3564,0,0,0,0,162,0,8809
4971,0,0,0,0,100,0,11793
4104,0,0,0,0,256,0,11733
4648,0,0,0,5,224,0,10817
2019,0,0,0,19,99,0,4815
3747,0,0,0,0,125,0,8282
4293,0,0,0,0,134,0,11702
2478,0,0,0,0,98,0,5978
3477,0,0,0,0,28,0,11127
2913,0,0,0,0,155,2,9120
2766,0,0,0,103,32,0,10315
3057,0,0,0,0,274,0,9204
3096,0,0,0,0,122,0,5618
5289,0,0,0,0,222,0,9130
5604,0,0,0,0,143,0,15197
3282,0,0,0,156,58,0,11508
3336,0,0,0,0,242,0,10337
5427,0,0,0,0,154,0,13305
2632,0,0,0,16,50,0,8802
4605,0,0,0,0,229,0,12030
6580,0,0,0,5,960,0,14425
5268,0,0,0,0,127,0,11877
3771,0,0,0,0,130,0,10359
4830,0,0,0,6,153,0,11503
3501,0,0,0,1,142,0,10280
3729,0,0,0,0,0,0,10531
2991,0,0,0,0,91,0,10488
4140,0,0,0,0,82,0,11118
4371,0,0,0,0,109,0,12984
3442,0,0,0,103,83,0,11358
3936,0,0,0,0,200,0,8744
12852,0,0,0,0,0,0,12421
4929,0,0,0,26,149,0,13800
4944,0,0,0,0,166,0,11754
2468,0,0,0,173,88,0,6917
5589,0,0,0,0,0,0,8689
4917,0,0,0,0,139,0,11403
4209,0,0,0,0,205,0,12096
4281,0,0,0,59,160,0,13189
2859,0,0,0,0,28,0,6231
2946,0,0,0,0,169,0,8685
4822,0,0,0,34,115,0,15601
4859,15,0,0,4,129,0,14731
8130,0,0,0,0,123,0,12319
3792,0,0,0,9,253,0,11178
6291,0,0,0,32,94,0,16348
6561,0,0,0,1,271,0,15035
8127,0,0,0,0,246,0,15199
7650,0,0,0,0,570,0,17860
4185,0,0,0,1,247,0,13637
5404,14,0,0,3,86,0,16388
3972,0,0,0,89,72,0,15188
3826,0,0,0,90,40,0,12503
5226,0,0,0,0,281,0,18065
5299,17,0,0,0,92,0,11840
4800,0,0,0,0,772,0,13605
3909,0,0,0,157,90,0,10485
6279,0,0,0,4,118,0,13919
5226,0,0,0,13,640,0,13118
6648,1,0,0,40,272,0,15111
4914,0,0,0,5,195,0,13301
6526,0,0,0,48,135,0,16491
4182,0,0,0,5,415,0,15553
3967,0,0,0,100,96,0,14741
7551,0,0,0,47,265,0,17203
4716,0,0,0,0,181,0,9663
3641,25,0,0,5,119,0,14298
4962,0,0,0,80,1337,0,14193
5095,0,0,0,76,174,0,16115
6026,0,0,0,87,74,0,17493
4014,0,0,0,49,117,0,13509
6049,0,0,0,165,213,0,16773
3757,0,0,0,110,51,0,10714
4919,0,0,0,242,120,0,16614
4149,0,0,0,126,58,0,10299
8922,0,0,0,12,219,0,18847
2999,2,0,0,17,230,0,10142
3612,0,0,0,0,303,0,9475
5106,0,0,0,4,95,0,14815
3690,1,0,0,40,88,0,12274
4842,0,0,0,160,655,0,12263
5655,0,0,0,0,8,0,13241
3629,0,0,0,115,76,0,14160
3376,0,0,0,90,38,0,12616
3320,0,0,0,69,57,0,12302
5310,0,0,0,0,91,0,13776
5958,2,0,0,0,24,0,16781
7860,0,0,0,0,54,0,12106
3207,0,0,0,65,92,0,14220
5948,0,0,0,27,118,0,16384
8025,0,0,0,39,71,0,15545
4263,0,0,0,15,133,0,13677
4439,0,0,0,11,192,0,13038
4537,16,0,0,0,67,0,17674
3453,0,0,0,0,258,0,10567
5293,0,0,0,52,81,0,18647
4612,3,0,0,1,54,0,11660
5736,0,0,0,5,352,0,12322
5196,22,0,0,0,16,0,12854
5412,0,0,0,0,0,0,12268
3896,0,0,0,29,212,0,11557
2877,0,0,0,83,127,0,10483
7458,0,0,0,0,125,0,13007
5118,0,0,0,4,157,0,13208
4536,0,0,0,101,129,0,13268
4467,0,0,0,0,0,0,8614
9462,0,0,0,0,158,0,10916
4056,0,0,0,0,252,0,8881
1509,7,0,4,22,946,0,5784
7470,0,0,0,0,51,0,9121
2391,0,0,0,1,162,0,6876
1899,0,0,0,0,0,0,5581
3923,2,0,2,7,107,0,10564
4710,0,0,0,48,135,0,12397
2857,7,0,0,0,199,0,10153
2261,0,0,0,106,96,0,8137
2835,0,0,0,51,27,0,9622
3465,0,0,0,50,194,0,9807
4863,0,0,0,0,141,0,11752
1886,0,0,0,72,29,0,8004
2969,55,0,0,0,203,0,9422
6749,2,0,0,20,157,0,16218
5408,9,0,0,0,8,0,14133
4648,0,0,0,74,163,0,14436
8160,0,0,0,0,0,0,16018
4446,0,0,0,0,146,0,11156
2242,2,0,0,110,92,0,9426
4167,0,0,0,0,0,0,14293
4034,1,0,0,6,140,0,11951
4782,1,0,0,34,129,0,15626
5134,19,0,0,0,8,0,13689
3587,5,0,1,0,3,0,8939
4029,3,0,0,21,119,0,10928
5887,0,0,0,23,112,0,15882
3954,0,0,0,55,98,0,13183
4431,0,0,0,55,107,0,11983
8730,0,0,0,0,108,0,12622
3469,0,0,0,64,156,0,14000
4148,1,0,0,9,165,0,9592
4799,5,0,0,0,3,0,9834
2477,0,0,0,120,205,10,9723
6240,0,0,0,0,133,0,9747
6096,0,0,0,11,316,0,9670
4862,0,0,0,18,110,4,13493
6390,0,0,0,0,141,0,15229
1886,0,0,0,51,46,0,8626
4131,0,0,0,0,199,0,12534
5478,9,0,0,0,7,0,12186
4935,27,0,0,1,422,4,13932
4848,63,0,0,0,384,1,13590
5778,0,0,0,0,131,1,16882
5610,0,0,0,0,258,0,16000
4270,8,0,0,13,1008,11,11980
4534,15,0,0,0,344,2,7568
4671,0,0,0,45,546,0,9298
8979,0,0,0,0,277,2,13996
5964,30,0,0,0,501,4,16266
3173,87,0,0,46,340,0,11730
5619,189,0,0,0,52,17,16027
5469,96,0,0,4,961,2,11640
5920,18,0,0,0,265,0,17033
5264,9,0,0,101,353,0,16441
5668,9,0,0,93,313,0,17117
6969,0,0,0,0,172,6,12591
7848,0,0,0,0,7,0,13587
3640,18,0,0,16,381,0,11675
5571,0,0,0,0,0,0,13669
3258,10,0,0,0,381,0,10992
3519,0,0,0,0,281,0,10832
5992,0,0,0,1,365,1,15509
8214,0,0,0,0,0,0,14026
5038,12,0,0,0,15,0,12543
5046,1,0,0,121,232,0,15616
5064,0,0,0,3,93,0,6670
5778,0,0,0,86,93,0,15503
8523,0,0,0,8,88,0,13729
2175,0,0,0,366,853,0,8451
10911,1,0,0,0,107,0,13159
3871,0,0,0,14,111,0,9574
5006,3,0,0,23,99,0,13755
2626,0,0,0,127,132,0,6488
3868,0,0,0,38,78,0,10648
5574,0,0,0,0,76,0,8130
4391,0,0,0,17,70,0,9782
3472,35,0,0,162,962,0,5969
8087,38,0,121,1,176,2,11985
6551,2,0,0,27,502,0,12602
4209,0,0,0,0,105,0,11053
17151,0,0,0,0,69,0,12550
4333,0,0,0,27,62,0,9838
2966,5,0,0,7,184,0,9346
3991,7,0,0,49,91,0,10866
3709,0,0,0,25,27,0,10844
4929,0,0,0,41,60,0,11090
6148,1,0,0,18,78,0,15623
3476,22,0,0,0,133,0,13659
4455,8,0,0,0,69,0,10292
6522,0,0,0,3,196,0,13434
4665,0,0,0,0,0,0,10630
3562,0,0,0,205,875,0,6858
4347,0,0,0,0,144,1,9060
3341,5,0,0,6,74,0,7810
7239,0,0,0,0,0,0,7021
3681,0,0,0,0,0,0,10597
3729,0,0,0,0,0,0,10495
5076,0,0,0,0,174,0,8848
2748,0,0,0,119,126,0,10223
5310,0,0,0,0,77,0,7613
2829,0,0,0,45,138,0,9760
4022,23,0,0,31,817,0,14284
4221,0,0,0,0,145,0,10974
4365,0,0,0,0,0,0,9523
3831,0,0,0,12,228,0,9499
3495,0,0,0,0,74,0,10001
6357,0,0,0,0,164,0,13607
4359,0,0,0,0,0,0,12133
5667,0,0,0,0,5,0,16805
2793,0,0,0,0,0,0,6889
11811,0,0,0,0,0,0,10846
3963,0,0,0,0,166,0,9759
3255,42,0,0,0,121,0,12330
4629,0,0,0,0,0,0,9976
5148,0,0,0,0,70,0,12462
3957,0,0,0,4,84,0,13137
3282,0,0,0,0,84,0,10186
7134,0,0,0,0,0,0,7498
6345,0,0,0,0,0,0,10546
10944,0,0,0,0,124,0,11100
2086,0,0,0,52,51,0,7511
3160,0,0,0,60,75,0,8913
4784,0,0,0,32,66,0,13578
4741,43,0,0,0,267,0,14507
3742,0,0,0,57,37,0,10769
2835,0,0,0,81,60,0,11224
2688,0,0,0,65,275,0,5472
3033,0,0,0,48,604,0,6507
2787,0,0,0,1,390,0,4830
4268,1,0,0,43,75,0,11343
4488,0,0,0,156,100,0,12528
6222,0,0,0,0,0,0,14260
5005,0,0,0,7,91,0,6343
6420,0,0,0,0,112,0,8700
5336,21,0,0,5,134,0,15448
2674,1,0,0,14,74,0,9082
3447,0,0,0,104,153,0,9521
3031,0,0,0,43,166,0,9949
4749,0,0,0,73,212,0,13054
8978,0,0,0,51,56,0,16815
4553,1,0,0,5,192,0,14879
945,0,0,0,1,671,0,2017
12417,5,0,0,0,242,0,19953
3172,0,0,0,12,49,4,7372
6241,0,0,0,19,26,0,12210
1867,37,0,0,0,114,0,7391
6231,0,0,0,0,120,0,10939
3600,3,0,0,0,181,0,8370
2997,0,0,0,41,36,0,9134
2454,12,0,0,0,30,0,8950
2884,0,0,0,38,434,0,6044
2033,0,0,0,257,249,3,3690
6339,0,0,0,0,109,0,9645
6276,0,0,0,1,156,0,11487
3517,9,0,0,10,264,0,8972
3577,3,0,0,10,89,0,10581
4597,16,0,0,55,162,0,14908
3210,6,0,0,0,166,0,10716
3774,3,0,0,1,63,0,10047
9438,0,0,0,0,61,0,15114
3595,0,0,0,60,109,1,9424
5550,2,0,0,47,430,0,12005
8571,0,0,0,0,75,0,15562
7131,0,0,0,3,140,0,14006
5016,12,0,0,0,137,0,11735
8907,0,0,0,1,25,0,10907
3825,0,0,0,0,0,0,10345
2520,0,0,0,0,61,0,3879
3772,24,0,0,13,309,0,11576
6495,0,0,0,0,124,0,11868
3830,4,0,0,34,132,0,12456
2839,21,0,0,4,50,1,9275
3741,0,0,0,0,26,0,12281
9261,0,0,0,4,192,0,11949
4431,0,0,0,0,0,0,7759
5175,3,0,0,1,17,0,13654
9024,0,0,0,0,293,0,10811
4293,1,0,0,17,98,0,8780
3033,0,0,0,0,0,0,6340
3789,0,0,0,0,275,0,9716
3190,8,0,0,0,30,0,6691
6087,0,0,0,17,138,0,10088
7038,0,0,0,0,89,0,10943
5439,12,0,0,2,35,0,11022
5784,14,0,0,0,102,0,13784
5402,0,0,0,26,137,0,15877
5841,0,0,0,0,95,0,7253
4281,2,0,0,16,77,0,10229
5655,0,0,0,0,0,0,13069
4650,19,0,0,0,63,0,12948
4254,0,0,0,0,0,0,11086
4542,4,0,0,0,26,0,14668
3565,1,0,0,4,112,0,9507
4073,3,0,0,0,83,0,11208
4176,8,0,0,2,46,0,13676
4327,0,0,0,29,203,0,9365
4204,0,0,0,8,65,0,9647
4563,0,0,0,2,147,0,9893
6069,0,0,0,0,82,0,8127
5851,6,0,0,12,237,0,11982
11157,0,0,0,0,0,0,12235
6435,2,0,0,0,73,0,14950
8299,1,0,0,2,54,0,12588
4722,0,0,0,0,0,0,9166
4122,2,0,0,10,71,0,15515
9447,0,0,0,0,0,0,7009
4395,0,0,0,0,24,0,12037
3106,5,0,0,15,177,0,8569
3044,0,0,0,23,31,0,7820
10857,0,0,0,0,76,0,16299
3835,6,0,0,0,117,0,9123
4186,0,0,0,103,152,0,10563
6204,0,0,0,0,0,0,10660
4369,0,0,0,93,87,0,9711
4366,0,0,0,19,219,0,8276
4120,11,0,0,0,54,0,12706
3559,0,0,0,21,71,0,7885
5016,11,0,0,4,70,0,10992
5070,0,0,0,0,71,0,7367
4189,0,0,0,3,45,0,12654
4242,0,0,0,12,16,0,12621
4032,0,0,0,9,177,0,9670
4792,16,0,0,18,173,0,10005
4875,0,1,0,0,0,2,14008
5087,5,0,0,3,54,0,12141
4534,1,0,0,49,97,0,10686
5420,3,0,0,14,89,0,11764
3255,0,0,0,0,147,0,9106
6374,12,0,0,17,95,0,13657
4185,6,0,0,0,235,0,9498
5448,0,0,0,36,173,5,12834
5301,0,0,0,0,36,0,8551
5949,0,0,0,45,99,0,12811
5268,6,0,0,0,130,0,14316
4926,0,0,0,0,0,0,11194
6291,0,0,0,1,103,0,12455
7644,2,0,0,5,36,1,15992
4836,8,0,0,0,85,0,12760
6041,5,0,0,36,423,0,13578
4097,0,0,0,17,113,0,10033
6303,0,0,0,0,153,0,13282
6249,0,0,0,29,101,0,14637
2968,0,0,0,66,57,0,9453
5619,0,0,0,0,168,0,13009
3067,7,0,0,1,73,0,10068
3132,39,0,0,0,231,0,10858
4669,5,0,0,38,62,0,13206
3450,13,0,0,0,15,0,9294
3828,0,0,0,0,170,0,8210
3260,2,0,0,27,185,0,9988
4397,5,0,0,11,52,0,12291
5598,0,0,0,0,142,0,13572
4805,20,0,0,1,64,1,11973
5478,0,0,0,8,136,0,14098
3550,0,0,0,4,131,0,11682
5878,0,0,0,73,43,0,17242
3168,10,0,0,0,55,0,11771
5958,0,0,0,0,71,0,13256
6609,0,0,0,17,471,0,10367
5916,0,0,0,10,60,0,14586
1936,26,0,0,5,245,0,5013
1343,0,0,0,3,110,0,2952
4435,12,0,0,0,43,0,12002
3545,0,0,0,35,37,0,11387
2256,0,0,0,0,0,0,5206
4488,0,0,0,0,149,0,9923
3348,10,0,0,0,112,0,10790
